corp_name,시장구분,종목코드,업종,상장일,결산월,지역,corp_name,corp_code
KG모빌리티,유가,3620,자동차용 엔진 및 자동차 제조업,1975-05-29,12월,경기도,KG모빌리티,"""00138242"""
SPC삼립,유가,5610,기타 식품 제조업,1975-05-02,12월,경기도,SPC삼립,"""00125530"""
흥국화재,유가,540,보험업,1974-12-05,12월,서울특별시,흥국화재,"""00103176"""
일양약품,유가,7570,의약품 제조업,1974-08-28,12월,경기도,일양약품,"""00146454"""
한진,유가,2320,도로 화물 운송업,1974-08-12,12월,서울특별시,한진,"""01217139"""
한진,유가,2320,도로 화물 운송업,1974-08-12,12월,서울특별시,한진,"""01556807"""
한진,유가,2320,도로 화물 운송업,1974-08-12,12월,서울특별시,한진,"""00163512"""
한국수출포장공업,유가,2200,"골판지, 종이 상자 및 종이용기 제조업",1974-06-28,12월,서울특별시,한국수출포장공업,"""00158112"""
현대자동차,유가,5380,자동차용 엔진 및 자동차 제조업,1974-06-28,12월,서울특별시,현대자동차,"""00164742"""
모나미,유가,5360,생활용품 도매업,1974-06-26,12월,경기도,모나미,"""00121288"""
한화솔루션,유가,9830,기초 화학물질 제조업,1974-06-19,12월,서울특별시,한화솔루션,"""00162461"""
아세아,유가,2030,회사 본부 및 경영 컨설팅 서비스업,1974-06-03,12월,서울특별시,아세아,"""00138701"""
카프로,유가,6380,기초 화학물질 제조업,1974-05-28,12월,울산광역시,카프로,"""00159810"""
롯데지주,유가,4990,기타 금융업,1974-02-16,12월,서울특별시,롯데지주,"""00120562"""
대한방직,유가,1070,직물직조 및 직물제품 제조업,1973-12-28,12월,서울특별시,대한방직,"""00112970"""
서울식품공업,유가,4410,기타 식품 제조업,1973-12-28,12월,충청북도,서울식품공업,"""00130879"""
아이에이치큐,유가,3560,"영화, 비디오물, 방송프로그램 제작 및 배급업",1973-12-18,12월,서울특별시,아이에이치큐,"""00154426"""
LS네트웍스,유가,680,상품 종합 도매업,1973-11-15,12월,경상남도,LS네트웍스,"""00104698"""
금호전기,유가,1210,전구 및 조명장치 제조업,1973-11-15,12월,서울특별시,금호전기,"""00106395"""
하이트진로홀딩스,유가,140,기타 금융업,1973-09-19,12월,서울특별시,하이트진로홀딩스,"""00148993"""
노루홀딩스,유가,320,기타 금융업,1973-08-10,12월,경기도,노루홀딩스,"""00113508"""
기아,유가,270,자동차용 엔진 및 자동차 제조업,1973-07-21,12월,서울특별시,기아,"""01664948"""
기아,유가,270,자동차용 엔진 및 자동차 제조업,1973-07-21,12월,서울특별시,기아,"""00106641"""
효성,유가,4800,기타 금융업,1973-06-30,12월,서울특별시,효성,"""00677918"""
효성,유가,4800,기타 금융업,1973-06-30,12월,서울특별시,효성,"""00117188"""
CJ,유가,1040,기타 금융업,1973-06-29,12월,서울특별시,CJ,"""00148540"""
두산,유가,150,기타 금융업,1973-06-29,12월,서울특별시,두산,"""00117212"""
휴스틸,유가,5010,1차 철강 제조업,1973-06-29,12월,서울특별시,휴스틸,"""00156488"""
DB손해보험,유가,5830,보험업,1973-06-28,12월,서울특별시,DB손해보험,"""00159102"""
TYM,유가,2900,특수 목적용 기계 제조업,1973-06-26,12월,서울특별시,TYM,"""00117230"""
대웅,유가,3090,의약품 제조업,1973-06-26,12월,경기도,대웅,"""00521220"""
대웅,유가,3090,의약품 제조업,1973-06-26,12월,경기도,대웅,"""01045949"""
대웅,유가,3090,의약품 제조업,1973-06-26,12월,경기도,대웅,"""01747481"""
대웅,유가,3090,의약품 제조업,1973-06-26,12월,경기도,대웅,"""00111810"""
대웅,유가,3090,의약품 제조업,1973-06-26,12월,경기도,대웅,"""00407160"""
대웅,유가,3090,의약품 제조업,1973-06-26,12월,경기도,대웅,"""01954771"""
진양산업,유가,3780,플라스틱제품 제조업,1973-06-26,12월,경상남도,진양산업,"""01016761"""
진양산업,유가,3780,플라스틱제품 제조업,1973-06-26,12월,경상남도,진양산업,"""01022407"""
진양산업,유가,3780,플라스틱제품 제조업,1973-06-26,12월,경상남도,진양산업,"""01459416"""
진양산업,유가,3780,플라스틱제품 제조업,1973-06-26,12월,경상남도,진양산업,"""00150439"""
영진약품,유가,3520,의약품 제조업,1973-06-25,12월,서울특별시,영진약품,"""00141149"""
케이씨씨,유가,2380,기타 화학제품 제조업,1973-06-25,12월,서울특별시,케이씨씨,"""00105271"""
롯데칠성음료,유가,5300,비알코올음료 및 얼음 제조업,1973-06-21,12월,서울특별시,롯데칠성음료,"""00120571"""
일신방직,유가,3200,방적 및 가공사 제조업,1973-05-23,12월,서울특별시,일신방직,"""00146269"""
아모레퍼시픽홀딩스,유가,2790,기타 화학제품 제조업,1973-04-30,12월,서울특별시,아모레퍼시픽홀딩스,"""00154462"""
제주은행,유가,6220,은행 및 저축기관,1972-12-28,12월,제주특별자치도,제주은행,"""00148832"""
한솔홀딩스,유가,4150,기타 금융업,1972-05-17,12월,서울특별시,한솔홀딩스,"""00171636"""
벽산,유가,7210,기타 비금속 광물제품 제조업,1972-01-04,12월,서울특별시,벽산,"""01283895"""
벽산,유가,7210,기타 비금속 광물제품 제조업,1972-01-04,12월,서울특별시,벽산,"""00122898"""
롯데손해보험,유가,400,보험업,1971-04-16,12월,서울특별시,롯데손해보험,"""00113562"""
대한제분,유가,1130,"곡물가공품, 전분 및 전분제품 제조업",1970-11-25,12월,서울특별시,대한제분,"""00113243"""
대상,유가,1680,기타 식품 제조업,1970-04-01,12월,서울특별시,대상,"""00121941"""
LG,유가,3550,기타 금융업,1970-02-13,12월,서울특별시,LG,"""00120021"""
동아쏘시오홀딩스,유가,640,기타 금융업,1970-02-10,12월,서울특별시,동아쏘시오홀딩스,"""00116824"""
코리안리,유가,3690,재 보험업,1969-12-22,12월,서울특별시,코리안리,"""00113191"""
한국주철관공업,유가,970,1차 철강 제조업,1969-12-12,12월,부산광역시,한국주철관공업,"""00159573"""
한일홀딩스,유가,3300,"시멘트, 석회, 플라스터 및 그 제품 제조업",1969-11-20,12월,서울특별시,한일홀딩스,"""00162993"""
엔피씨,유가,4250,플라스틱제품 제조업,1969-09-08,12월,경기도,엔피씨,"""00563165"""
엔피씨,유가,4250,플라스틱제품 제조업,1969-09-08,12월,경기도,엔피씨,"""00108038"""
세아제강지주,유가,3030,기타 금융업,1969-05-13,12월,서울특별시,세아제강지주,"""00124197"""
대한전선,유가,1440,절연선 및 케이블 제조업,1968-12-27,12월,경기도,대한전선,"""00113207"""
대한제당,유가,1790,"곡물가공품, 전분 및 전분제품 제조업",1968-12-27,12월,인천광역시,대한제당,"""00113234"""
삼양홀딩스,유가,70,기타 금융업,1968-12-27,12월,서울특별시,삼양홀딩스,"""00126937"""
세기상사,유가,2420,연료 소매업,1968-12-27,12월,서울특별시,세기상사,"""00133618"""
한국앤컴퍼니,유가,240,기타 금융업,1968-12-27,12월,경기도,한국앤컴퍼니,"""00160047"""
전방,유가,950,방적 및 가공사 제조업,1968-10-21,12월,서울특별시,전방,"""00147222"""
대한항공,유가,3490,항공 여객 운송업,1966-03-18,12월,서울특별시,대한항공,"""00113526"""
디아이동일,유가,1530,상품 중개업,1964-01-04,12월,서울특별시,디아이동일,"""00118345"""
유한양행,유가,100,의약품 제조업,1962-11-01,12월,서울특별시,유한양행,"""00145109"""
CJ대한통운,유가,120,도로 화물 운송업,1956-07-02,12월,서울특별시,CJ대한통운,"""00113410"""
경방,유가,50,종합 소매업,1956-03-03,12월,서울특별시,경방,"""00101628"""
유수홀딩스,유가,700,회사 본부 및 경영 컨설팅 서비스업,1956-03-03,12월,서울특별시,유수홀딩스,"""00163691"""
한진중공업홀딩스,유가,3480,연료용 가스 제조 및 배관공급업,1956-03-03,12월,경기도,한진중공업홀딩스,"""00163673"""
