기업명,연도,보고서유형,성별,정규직,계약직,총급여
DB증권,2020,사업보고서,남,508.0,47.0,84444000000.0
DB증권,2020,사업보고서,여,219.0,40.0,18156000000.0
DB증권,2021,반기보고서,남,497.0,54.0,61774000000.0
DB증권,2021,반기보고서,여,217.0,47.0,12424000000.0
DB증권,2021,사업보고서,남,500.0,58.0,95338000000.0
DB증권,2021,사업보고서,여,216.0,49.0,20208000000.0
DB증권,2022,반기보고서,남,491.0,61.0,56404000000.0
DB증권,2022,반기보고서,여,205.0,61.0,12276000000.0
DB증권,2022,사업보고서,남,486.0,73.0,84579000000.0
DB증권,2022,사업보고서,여,219.0,44.0,20192000000.0
DB증권,2023,반기보고서,남,468.0,57.0,38857000000.0
DB증권,2023,반기보고서,여,225.0,38.0,10470000000.0
DB증권,2023,사업보고서,남,455.0,68.0,68794000000.0
DB증권,2023,사업보고서,여,234.0,31.0,18536000000.0
DB증권,2024,반기보고서,남,465.0,62.0,44873000000.0
DB증권,2024,반기보고서,여,245.0,15.0,11475000000.0
DB증권,2024,사업보고서,남,451.0,65.0,78423000000.0
DB증권,2024,사업보고서,여,257.0,19.0,20969000000.0
DB하이텍,2016,반기보고서,남,1054.0,0.0,35319000000.0
DB하이텍,2016,반기보고서,여,981.0,6.0,17533000000.0
DB하이텍,2016,사업보고서,남,1041.0,4.0,72638000000.0
DB하이텍,2016,사업보고서,여,997.0,5.0,36594000000.0
DB하이텍,2017,반기보고서,남,1079.0,3.0,36323000000.0
DB하이텍,2017,반기보고서,여,983.0,5.0,18675000000.0
DB하이텍,2017,사업보고서,남,1017.0,5.0,70618000000.0
DB하이텍,2017,사업보고서,여,912.0,6.0,36982000000.0
